ID,Age,DOB,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,Draft,OA Pick
15165,20,03/03/2001,Jamie Cormack,0.5 Stars,2.0 Stars,Normal,35,50,50,35,40,-,-,-,-,40,-,-,-,-,-,87-89,45,0,0
14250,22,04/13/1999,Calvin Cornell,1.5 Stars,1.5 Stars,Fragile,55,25,45,-,-,-,80,-,-,70,-,-,-,-,-,96-98,30,0,0
15484,21,05/14/2000,Juan Corneto,0.5 Stars,1.5 Stars,Fragile,35,20,35,40,40,40,-,-,-,-,-,-,-,-,-,88-90,45,0,0
7815,35,04/20/1986,Francisco Coronado,2.0 Stars,2.0 Stars,Iron Man,40,50,45,45,-,-,45,-,-,-,-,-,-,25,-,91-93,55,0,0
17279,17,12/20/2003,Jorge Coronado,1.5 Stars,2.5 Stars,Durable,45,50,55,40,55,-,-,-,-,45,-,-,-,-,-,87-89,60,0,0
17747,15,01/27/2006,Lou Corrigan,1.0 Stars,2.5 Stars,Normal,50,55,55,50,75,50,-,-,55,-,-,-,-,-,-,88-90,70,0,0
16037,19,04/14/2002,Edgar Corte,1.0 Stars,3.0 Stars,Normal,80,35,50,80,65,-,-,-,-,80,-,-,-,-,-,96-98,75,0,0
16309,17,01/03/2004,Rodriguo Corteso,1.0 Stars,2.0 Stars,Normal,35,50,55,35,45,45,-,45,-,-,-,-,-,-,-,87-89,55,0,0
15933,19,12/05/2001,Alvaro Cortez,0.5 Stars,1.5 Stars,Normal,40,25,45,40,50,-,-,-,50,-,-,-,-,-,-,86-88,35,0,0
14933,20,07/25/2000,Corrado Cossa,1.5 Stars,2.0 Stars,Normal,45,30,50,50,-,50,-,50,-,50,-,-,-,-,-,91-93,50,0,0
17003,16,11/18/2004,Jason Cote,1.0 Stars,2.0 Stars,Normal,35,65,55,45,-,-,-,-,-,-,-,45,-,-,-,88-90,55,0,0
13589,22,06/15/1998,Bastien Cottolengo,1.5 Stars,1.5 Stars,Normal,50,30,40,55,45,-,-,-,45,-,-,-,-,-,-,93-95,35,0,0
15253,20,03/15/2001,Gareth Coughlan,1.5 Stars,2.0 Stars,Normal,35,50,50,40,40,-,40,-,-,-,-,-,-,-,-,88-90,40,0,0
14571,19,07/05/2001,Dermot Cox,1.5 Stars,1.5 Stars,Normal,55,40,20,80,45,-,-,-,-,-,-,-,-,-,-,97-99,25,0,0
11811,25,12/14/1995,Gordon Crabtree,1.5 Stars,1.5 Stars,Normal,45,35,30,50,35,-,50,40,-,-,-,-,-,-,-,94-96,45,0,0
17109,16,11/26/2004,Brian Crawford,1.0 Stars,2.0 Stars,Normal,45,55,50,50,55,-,55,-,-,-,-,-,-,-,-,89-91,40,0,0
17294,17,09/26/2003,Harold Creasey,0.5 Stars,1.5 Stars,Normal,40,30,35,45,50,-,-,-,40,-,-,-,-,-,-,86-88,55,0,0
15874,19,01/17/2002,Juan Crisanto,0.5 Stars,2.0 Stars,Normal,60,30,45,65,80,-,50,-,-,-,-,-,-,-,-,91-93,55,0,0
17634,15,07/25/2005,Francisco Cruz,1.0 Stars,2.0 Stars,Normal,45,55,55,50,55,-,-,-,-,-,-,-,-,-,-,88-90,40,0,0
14796,21,07/11/1999,Gertrudes Cruz,1.5 Stars,1.5 Stars,Fragile,45,20,35,50,50,-,-,-,-,-,-,-,-,-,-,92-94,30,0,0
17077,17,12/23/2003,Jesus Cruz,1.5 Stars,4.0 Stars,Fragile,65,55,60,80,60,65,70,75,50,-,-,-,-,-,-,93-95,70,0,0
17200,17,11/20/2003,Luis Cruz,0.5 Stars,1.5 Stars,Normal,40,35,45,40,40,40,40,-,-,-,-,-,-,-,-,87-89,50,0,0
14175,21,06/25/1999,Luis Cruz,1.0 Stars,2.0 Stars,Normal,50,40,50,65,55,-,60,-,-,-,-,-,-,-,-,92-94,50,0,0
14127,22,10/31/1998,Ostoja Cubrilovic,1.0 Stars,1.0 Stars,Fragile,35,25,30,45,35,-,-,-,-,-,-,-,-,-,-,94-96,25,0,0
13124,23,01/02/1998,Pat Cunningham,1.5 Stars,2.0 Stars,Normal,45,40,50,65,45,35,-,40,35,-,-,-,-,-,-,93-95,50,0,0
14708,21,11/24/1999,Declan Curnow,1.0 Stars,1.5 Stars,Durable,45,25,45,45,40,55,50,-,-,-,-,-,-,-,-,89-91,40,0,0
14063,22,03/12/1999,Connor Curtis,1.5 Stars,1.5 Stars,Normal,50,20,45,55,50,-,-,45,-,-,-,-,-,-,-,91-93,45,0,0
17314,17,08/12/2003,Walter Custello,1.0 Stars,2.5 Stars,Normal,75,35,45,80,35,80,80,-,-,-,-,-,-,-,-,92-94,50,0,0
13305,22,08/20/1998,Cody Cyr,1.5 Stars,1.5 Stars,Normal,40,40,35,40,25,-,-,35,-,-,-,-,-,-,-,90-92,30,0,0
17528,17,02/11/2004,Marcantonio D'Amato,1.0 Stars,2.5 Stars,Normal,70,40,45,80,55,-,-,80,-,-,-,-,-,-,-,92-94,55,0,0
13156,23,08/07/1997,Mendel Daamen,1.5 Stars,1.5 Stars,Normal,40,30,55,45,50,-,40,-,-,-,-,-,-,-,-,90-92,40,0,0
14737,21,08/31/1999,Melchiore Dabell,1.0 Stars,2.0 Stars,Normal,50,35,40,60,60,-,60,-,-,-,-,-,-,45,-,92-94,65,0,0
12477,24,12/07/1996,Brayden Dalley,1.5 Stars,2.0 Stars,Normal,45,40,45,50,50,-,-,-,-,-,-,-,50,-,-,91-93,55,0,0
15969,20,01/28/2001,Peter Dalton,1.5 Stars,3.0 Stars,Normal,45,75,65,45,65,-,50,-,-,-,-,-,-,-,-,87-89,75,0,0
17859,16,04/07/2005,Radoje Danicic,0.5 Stars,2.0 Stars,Normal,45,45,50,50,60,-,-,55,-,-,-,-,-,-,-,88-90,80,0,0
15330,20,05/25/2001,Suljo Danicic,1.5 Stars,3.0 Stars,Normal,45,70,70,-,50,40,-,55,50,-,-,-,-,-,-,88-90,75,0,0
16180,18,09/23/2002,Alastair Darcy,0.5 Stars,1.5 Stars,Fragile,50,25,40,50,50,-,55,-,-,50,-,-,-,-,-,90-92,35,0,0
17624,14,07/09/2006,David Davis,0.5 Stars,2.5 Stars,Normal,45,60,50,50,55,-,-,-,-,-,-,-,-,45,-,89-91,55,0,0
17611,16,05/28/2005,Jayden Davis,0.5 Stars,2.0 Stars,Normal,45,50,40,45,45,50,-,45,-,-,-,-,-,-,-,87-89,65,0,0
8654,32,11/24/1988,FERNANDO DE ANDA,2.5 Stars,2.5 Stars,Fragile,50,50,45,65,-,-,-,-,55,-,-,-,-,-,-,94-96,55,0,0
17756,15,11/11/2005,Quentin de Boer,1.0 Stars,3.5 Stars,Normal,50,60,65,50,65,-,-,75,-,-,-,-,-,-,-,89-91,70,0,0
15900,19,08/10/2001,Harry de Bruijn,1.5 Stars,2.0 Stars,Durable,50,45,40,60,50,-,55,-,-,-,-,-,-,-,-,91-93,55,0,0
15996,19,01/11/2002,Casper de Bruin,0.5 Stars,2.0 Stars,Normal,40,50,40,40,45,-,-,-,45,-,-,-,-,-,-,87-89,50,0,0
14533,24,08/30/1996,Nalle de Graaf,1.0 Stars,1.5 Stars,Normal,45,20,35,45,-,-,45,-,-,50,-,-,-,-,-,89-91,25,0,0
14975,20,11/08/2000,Mario de la Rosa,1.0 Stars,1.5 Stars,Normal,40,35,40,35,35,-,-,35,-,-,-,-,-,-,-,86-88,50,0,0
13213,25,04/15/1996,CESAR DE LEON,1.0 Stars,1.5 Stars,Normal,45,20,45,55,50,-,40,-,-,-,-,35,-,-,-,91-93,60,0,0
16581,18,01/21/2003,Roberto de Leon,0.5 Stars,1.5 Stars,Normal,40,25,45,40,40,40,-,40,-,-,-,-,-,-,-,90-92,35,0,0
14690,21,03/05/2000,Willie de Leon,1.0 Stars,1.5 Stars,Normal,35,20,35,40,35,-,35,-,-,-,-,-,-,-,-,89-91,35,0,0
16492,18,01/02/2003,Ijsbrand de Lijster,0.5 Stars,1.5 Stars,Normal,40,30,35,45,40,40,-,40,-,-,-,-,-,-,-,90-92,45,0,0
17193,17,08/18/2003,Danny de Loza,1.0 Stars,2.5 Stars,Normal,80,35,50,70,75,80,80,-,75,-,-,-,-,-,-,90-92,55,0,0
16459,17,12/15/2003,Jose de Poel,1.0 Stars,2.0 Stars,Normal,80,35,50,80,-,80,-,-,-,-,-,-,-,-,-,93-95,30,0,0
17846,17,03/31/2004,Roger De san miguel,0.5 Stars,1.5 Stars,Normal,40,25,45,45,50,-,-,45,-,-,-,-,-,-,-,87-89,55,0,0
12227,25,04/30/1996,Ewan de Vet,2.0 Stars,2.5 Stars,Fragile,45,55,50,50,40,-,50,-,-,45,-,-,-,-,-,93-95,60,0,0
14884,20,10/31/2000,Joey de Vos,1.5 Stars,2.0 Stars,Normal,55,50,50,65,-,-,-,-,-,-,-,65,-,-,-,93-95,40,0,0
17176,16,11/02/2004,Cor de Wilde,0.5 Stars,2.5 Stars,Normal,50,50,50,50,50,50,50,55,-,-,-,-,-,-,-,89-91,70,0,0
17215,17,06/05/2003,Eppe de Wind,0.5 Stars,1.5 Stars,Normal,40,20,45,45,45,-,-,40,-,-,-,-,-,-,-,87-89,70,0,0
15547,19,10/01/2001,Onne de Wit,0.5 Stars,1.5 Stars,Normal,35,45,45,40,40,-,35,-,-,-,-,-,-,-,-,88-90,40,0,0
13679,23,12/27/1997,Coen de Zwart,1.5 Stars,1.5 Stars,Normal,45,30,45,50,40,-,-,-,45,-,-,-,-,-,-,95-97,45,0,0
16854,18,05/23/2003,Alfredo Defelitta,1.0 Stars,2.0 Stars,Normal,50,45,45,45,50,65,-,55,-,-,-,-,-,-,-,89-91,55,0,0
12677,25,02/11/1996,Rogelio Degadillo,2.0 Stars,2.0 Stars,Fragile,80,30,45,80,-,-,-,80,-,70,65,-,-,-,-,95-97,30,0,0
16544,17,08/21/2003,Rafaello DeGiovanni,0.5 Stars,2.0 Stars,Normal,45,55,40,55,50,-,-,-,50,-,-,-,-,-,-,88-90,45,0,0
12159,25,01/12/1996,Moses Dekker,1.5 Stars,2.0 Stars,Normal,50,30,50,60,-,-,-,50,-,50,-,-,-,-,-,94-96,50,0,0
17362,17,01/20/2004,Neville Dekker,0.5 Stars,1.5 Stars,Durable,40,20,45,40,50,-,-,-,50,-,-,-,-,-,-,87-89,55,0,0
11879,25,10/16/1995,Michael del Carmen,2.0 Stars,2.0 Stars,Durable,45,50,50,45,45,-,-,45,-,50,-,-,-,-,-,94-96,40,0,0
16287,17,08/06/2003,Paul Delahaye,1.5 Stars,3.0 Stars,Normal,50,60,75,65,-,-,65,-,-,-,-,-,-,-,-,89-91,25,0,0
17439,17,10/19/2003,Jesus Delgado,1.5 Stars,3.0 Stars,Normal,50,50,65,50,65,65,-,65,-,-,-,-,-,-,-,89-91,60,0,0
15980,19,02/09/2002,Juan Delgado,1.5 Stars,2.0 Stars,Normal,50,45,50,55,50,-,-,-,-,55,-,-,-,-,-,91-93,45,0,0
17181,17,01/31/2004,Todd Dempster,1.0 Stars,2.5 Stars,Normal,40,55,70,40,45,-,-,-,-,45,-,-,-,-,-,86-88,50,0,0
15237,20,05/28/2001,Jean-Claude Denis,0.5 Stars,2.0 Stars,Normal,45,40,45,55,50,-,40,-,-,-,-,-,-,-,-,89-91,50,0,0
13363,22,05/13/1999,Edwin Deniz,1.0 Stars,1.5 Stars,Normal,40,40,40,50,35,-,45,35,-,-,-,-,-,-,-,94-96,60,0,0
17500,17,09/10/2003,Gary Depp,0.5 Stars,2.0 Stars,Normal,40,45,45,-,45,-,40,-,-,-,-,-,-,-,50,86-88,50,0,0
17602,16,01/15/2005,Austin Dethridge,0.5 Stars,2.0 Stars,Normal,50,25,50,50,50,-,55,60,-,-,-,-,-,-,-,89-91,45,0,0
15334,19,09/01/2001,Maurice Devereux,1.0 Stars,1.5 Stars,Normal,65,30,40,65,60,-,-,-,80,-,-,-,-,-,-,92-94,35,0,0
16540,17,06/06/2003,Corey Devon,0.5 Stars,2.0 Stars,Normal,50,25,45,75,50,-,-,50,40,-,-,-,-,-,-,91-93,60,0,0
14169,22,12/16/1998,Hussein Dharr,1.5 Stars,1.5 Stars,Fragile,45,45,30,45,40,45,-,-,45,-,-,-,-,-,-,90-92,35,0,0
14702,21,08/03/1999,Juan Diaz,1.5 Stars,2.0 Stars,Normal,35,45,45,35,40,-,40,-,-,-,-,-,-,40,-,87-89,50,0,0
17090,16,10/17/2004,Luis Diaz,1.0 Stars,2.5 Stars,Normal,45,50,50,55,-,-,-,50,-,50,-,-,-,-,-,92-94,45,0,0
15888,20,05/06/2001,Mike Diaz,0.5 Stars,2.0 Stars,Normal,35,45,50,40,50,-,-,35,-,-,-,-,-,-,-,87-89,50,0,0
14649,21,03/29/2000,Santiago Diaz,1.5 Stars,2.0 Stars,Normal,40,35,55,45,40,-,-,40,-,-,-,45,-,-,-,90-92,40,0,0
14179,22,10/23/1998,Tony Diaz,1.5 Stars,2.0 Stars,Normal,50,35,50,50,50,70,-,-,35,-,-,-,-,-,-,92-94,65,0,0
17803,16,07/28/2004,Laurent Didier,0.5 Stars,2.0 Stars,Durable,50,50,40,60,45,50,-,50,-,-,-,-,-,-,-,90-92,70,0,0
13110,23,11/21/1997,Dave Diego,1.5 Stars,1.5 Stars,Normal,45,45,35,50,40,40,-,45,40,-,-,-,-,50,-,93-95,55,0,0
13572,23,10/22/1997,Suljo Djokovic,2.0 Stars,2.0 Stars,Normal,45,50,50,50,50,-,-,-,50,-,-,-,-,-,-,92-94,50,0,0
13141,23,06/07/1997,Jovan Djorovic,1.5 Stars,2.0 Stars,Normal,45,45,55,45,45,-,-,50,-,-,-,50,-,-,-,93-95,35,0,0
13982,23,05/10/1998,Borisav Djukanovic,1.5 Stars,2.0 Stars,Normal,50,45,40,80,50,-,-,-,-,-,-,-,-,45,-,95-97,65,0,0
14908,21,03/21/2000,Rudjer Djurdjuvic,1.5 Stars,2.5 Stars,Normal,80,30,60,70,-,-,-,80,-,80,-,-,-,-,-,92-94,35,0,0
14392,21,01/05/2000,Aca Djuretic,1.0 Stars,1.5 Stars,Normal,50,40,40,65,50,-,-,-,50,-,-,-,-,50,-,94-96,50,0,0
14350,23,03/01/1998,Ljuba Dobrica,1.5 Stars,2.0 Stars,Normal,40,45,45,40,40,-,40,45,-,-,-,-,-,-,-,91-93,55,0,0
15917,19,06/14/2001,Katsuhito Doi,1.5 Stars,2.0 Stars,Fragile,45,50,55,45,50,-,45,45,-,-,-,-,-,-,-,89-91,45,0,0
16029,19,01/06/2002,Tsuneharu Doi,0.5 Stars,1.5 Stars,Normal,35,35,35,35,40,35,35,35,30,-,-,-,-,-,-,86-88,45,0,0
14296,22,01/26/1999,David Dominguez,1.5 Stars,1.5 Stars,Normal,65,25,30,80,50,-,-,65,50,-,-,-,-,-,-,96-98,65,0,0
13120,23,11/18/1997,Ramon Dominguez,1.5 Stars,1.5 Stars,Fragile,55,30,30,60,50,70,65,-,65,-,-,-,-,65,-,93-95,30,0,0
17850,16,12/28/2004,Alex Dones,0.5 Stars,1.5 Stars,Fragile,40,25,40,40,45,-,-,40,-,-,-,-,-,-,-,87-89,55,0,0
16604,18,01/19/2003,Brando Donzelli,0.5 Stars,1.5 Stars,Normal,40,30,35,45,40,-,-,35,-,-,-,-,-,-,-,88-90,40,0,0
15964,19,08/20/2001,Mario Dorado,1.0 Stars,2.0 Stars,Normal,35,45,50,40,45,-,-,-,-,40,-,-,-,-,-,86-88,50,0,0
17556,16,11/07/2004,Vittoriano Dore,0.5 Stars,1.5 Stars,Normal,35,40,50,35,35,35,-,35,-,35,-,-,-,-,-,86-88,35,0,0
17302,17,12/28/2003,Urbano Dotto,1.0 Stars,2.0 Stars,Normal,40,50,50,-,-,40,-,-,-,40,-,-,-,-,-,87-89,35,0,0
17737,16,05/16/2005,Nick Dowell,0.5 Stars,2.5 Stars,Normal,40,45,70,45,55,-,-,-,50,-,-,-,-,-,-,88-90,70,0,0
13465,23,08/17/1997,Andre Dowling,2.0 Stars,2.5 Stars,Fragile,50,60,50,50,50,-,40,-,65,-,-,-,-,-,-,91-93,35,0,0
14807,20,08/14/2000,Damian Dowling,1.5 Stars,1.5 Stars,Normal,50,55,20,65,50,-,-,-,-,-,-,-,70,-,-,93-95,65,0,0
15290,20,10/14/2000,Isaac Downing,1.0 Stars,1.5 Stars,Normal,35,40,45,40,35,-,-,-,30,-,-,-,-,-,-,87-89,45,0,0
16171,27,02/08/1994,Bernie Drader,2.0 Stars,2.0 Stars,Normal,45,50,45,50,-,60,-,-,-,45,-,-,-,-,-,92-94,50,0,0
16377,18,10/06/2002,Mijalko Dragomanovic,0.5 Stars,2.0 Stars,Fragile,45,45,45,55,50,-,-,-,50,-,-,-,-,-,-,93-95,55,0,0
17782,16,06/26/2004,Dragisa Drulovic,0.5 Stars,2.0 Stars,Normal,40,50,50,40,50,-,-,-,-,45,-,-,-,-,-,87-89,60,0,0
14346,21,12/21/1999,Ljuba Drulovic,1.5 Stars,2.0 Stars,Normal,45,50,45,60,40,45,-,45,-,-,55,-,-,-,-,95-97,50,0,0
11886,25,12/19/1995,Ratko Drulovic,2.0 Stars,2.0 Stars,Normal,55,45,40,65,55,65,-,-,-,60,-,-,-,-,-,94-96,30,0,0
10675,27,03/17/1994,Sibrand Dubbeldam,2.0 Stars,2.0 Stars,Iron Man,50,45,40,-,55,50,45,-,45,55,-,-,-,40,-,94-96,40,0,0
17658,14,06/23/2006,Ryan Duckworth,0.5 Stars,1.5 Stars,Normal,40,30,40,40,-,-,-,40,-,40,-,-,-,-,-,88-90,35,0,0
15967,19,02/12/2002,Herbert Duff,1.5 Stars,2.5 Stars,Durable,40,55,50,45,55,-,-,40,-,-,-,-,-,-,-,88-90,55,0,0
17198,17,09/03/2003,Jaak Dumoulin,0.5 Stars,2.0 Stars,Normal,40,30,50,40,45,-,-,40,35,-,-,-,-,-,-,88-90,50,0,0
13550,23,12/15/1997,Daniel Dunn,2.0 Stars,2.0 Stars,Fragile,45,45,60,50,45,-,40,-,50,-,-,-,-,-,-,93-95,60,0,0
16192,19,03/28/2002,Phil Dunshea,0.5 Stars,1.5 Stars,Normal,35,40,50,35,45,-,-,35,45,-,-,-,-,-,-,87-89,45,0,0
11054,27,10/19/1993,Eddie Duran,2.0 Stars,2.0 Stars,Wrecked,50,45,35,55,-,50,50,45,45,-,-,-,-,-,-,95-97,60,0,0
15132,21,05/31/2000,David Durand,1.0 Stars,1.5 Stars,Normal,30,35,35,30,35,-,25,-,-,-,-,-,-,-,-,86-88,45,0,0
11053,26,09/18/1994,Lionel Durante,2.0 Stars,2.0 Stars,Durable,60,35,35,80,-,65,-,-,-,55,-,-,-,45,-,96-98,55,0,0
17239,17,06/23/2003,Jop Durieux,1.0 Stars,2.0 Stars,Normal,45,40,50,55,50,-,55,-,-,-,-,-,-,-,-,89-91,60,0,0
17842,16,06/07/2004,Ivan Ebeling,1.0 Stars,3.0 Stars,Normal,35,80,75,-,45,30,-,-,45,40,-,-,-,-,-,86-88,55,0,0
14071,22,08/07/1998,Jörg Ebner,1.5 Stars,1.5 Stars,Normal,50,25,35,80,50,-,-,45,-,-,-,-,-,-,-,98-100,40,0,0
10648,28,05/26/1993,Archie Edmonds,2.0 Stars,2.0 Stars,Normal,55,40,50,60,40,-,70,-,-,-,-,-,-,75,-,92-94,60,0,0
16988,16,02/26/2005,Chris Edwards,1.0 Stars,3.5 Stars,Durable,50,75,55,80,50,65,-,45,-,-,-,-,-,-,-,91-93,55,0,0
16766,18,05/29/2003,Henry Edwards,0.5 Stars,1.5 Stars,Normal,40,30,45,45,40,-,-,-,40,-,-,-,-,-,-,89-91,45,0,0
17423,17,12/10/2003,Pat Edwards,0.5 Stars,2.0 Stars,Normal,40,40,50,45,40,-,40,-,-,40,-,-,-,-,-,88-90,40,0,0
16849,18,06/30/2002,Daryl Egan,2.0 Stars,4.0 Stars,Durable,80,60,60,80,-,-,-,-,80,-,-,-,-,-,-,96-98,30,0,0
16303,18,05/12/2003,Jake Ehlers,1.0 Stars,2.0 Stars,Fragile,50,50,45,55,40,-,55,50,-,-,-,-,-,-,-,90-92,50,0,0
17664,16,03/26/2005,Jason Eisaman,1.0 Stars,4.0 Stars,Normal,65,45,80,60,65,80,60,-,-,-,-,-,-,-,-,90-92,70,0,0
16160,18,11/03/2002,Kane Embling,0.5 Stars,2.0 Stars,Normal,45,35,45,50,45,-,-,50,-,-,-,-,-,-,-,89-91,55,0,0
10645,27,11/05/1993,Masahiro Endo,2.0 Stars,2.0 Stars,Wrecked,45,45,40,50,30,-,-,50,-,-,50,-,-,-,-,94-96,55,0,0
11259,25,10/20/1995,Cooper England,2.0 Stars,2.5 Stars,Normal,50,55,50,60,-,-,-,50,-,65,-,-,-,-,-,94-96,35,0,0
17289,17,08/03/2003,Velimir Erkocevic,0.5 Stars,1.5 Stars,Normal,40,30,45,45,45,40,45,-,-,-,-,-,-,-,-,89-91,60,0,0
16744,18,04/27/2003,Bobby Escajeda,0.5 Stars,2.0 Stars,Normal,45,40,45,50,50,-,-,50,-,-,-,-,-,-,-,88-90,45,0,0
13536,23,01/04/1998,Alex Escalante,1.5 Stars,2.0 Stars,Normal,45,50,50,45,40,50,-,50,-,-,-,-,-,-,-,92-94,40,0,0
14076,22,08/10/1998,Alvaro Espana,1.5 Stars,1.5 Stars,Normal,40,35,25,45,35,-,40,40,-,-,-,-,-,-,-,92-94,25,0,0
16119,19,07/01/2001,Oscar Esparza,0.5 Stars,1.5 Stars,Normal,45,40,40,45,45,-,-,45,-,-,-,-,-,-,-,90-92,40,0,0
14553,20,01/25/2001,Waldo Espinoza,1.5 Stars,2.0 Stars,Normal,50,35,50,55,55,-,-,-,-,60,-,-,-,-,-,92-94,30,0,0
16882,17,11/04/2003,William Espinoza,1.0 Stars,2.0 Stars,Normal,45,55,40,50,50,-,50,45,-,-,-,-,-,40,-,88-90,60,0,0
12690,24,11/17/1996,Cássio Esqueira,1.5 Stars,1.5 Stars,Fragile,45,25,45,75,40,-,-,45,-,-,-,-,-,-,-,96-98,55,0,0
17510,17,12/19/2003,Luis Esquivel,1.0 Stars,2.0 Stars,Normal,50,45,50,50,50,50,55,-,55,-,-,-,-,-,-,88-90,45,0,0
16651,18,03/08/2003,Danny Estrada,0.5 Stars,1.5 Stars,Normal,40,25,45,40,35,-,-,40,-,-,-,-,-,-,-,89-91,35,0,0
12459,24,11/13/1996,David Estrada,2.0 Stars,2.0 Stars,Normal,55,45,50,55,40,-,-,65,-,50,-,-,-,-,-,95-97,25,0,0
14787,22,04/04/1999,Miguel Estrada,1.5 Stars,1.5 Stars,Normal,40,40,45,45,35,-,-,40,-,-,-,-,-,-,-,91-93,45,0,0
17441,17,12/17/2003,Tokitaka Eto,1.5 Stars,1.5 Stars,Normal,50,30,50,55,-,-,-,-,50,-,-,-,-,-,-,90-92,25,0,0
16542,17,07/12/2003,Ken Evans,1.0 Stars,2.0 Stars,Normal,45,45,50,50,50,50,-,-,45,-,-,-,-,-,-,87-89,75,0,0
15338,20,12/06/2000,Josh Ewin,1.0 Stars,2.0 Stars,Normal,50,50,45,65,50,-,-,-,65,-,-,-,-,-,-,91-93,50,0,0
12266,24,09/03/1996,Bobby Faber,2.0 Stars,2.0 Stars,Fragile,45,45,50,50,55,-,-,40,-,45,-,-,45,-,-,93-95,65,0,0
15884,20,04/08/2001,Mario Fabian,0.5 Stars,1.0 Stars,Normal,35,25,20,35,35,-,-,-,35,-,-,-,-,-,-,86-88,35,0,0
14342,21,11/01/1999,Muhsin Fadil,1.0 Stars,1.5 Stars,Normal,35,45,45,40,40,-,-,-,-,40,-,-,-,-,-,88-90,45,0,0
17401,16,08/17/2004,Naim Fahd,1.0 Stars,2.0 Stars,Fragile,40,45,45,40,45,-,-,-,-,45,-,-,-,-,-,87-89,45,0,0
13704,22,08/20/1998,Matt Fairbank,1.5 Stars,1.5 Stars,Normal,45,40,40,45,35,45,-,-,45,-,-,-,-,-,-,92-94,40,0,0
14823,20,08/21/2000,Zayd Fakhiri,1.5 Stars,1.5 Stars,Normal,45,35,40,-,-,50,-,-,-,50,-,-,-,-,-,91-93,30,0,0
11885,26,05/25/1995,Daniel Fallon,2.0 Stars,2.0 Stars,Normal,65,50,40,80,55,-,-,60,-,-,-,-,-,-,-,96-98,60,0,0
11970,25,12/22/1995,Callum Farrow,2.0 Stars,2.0 Stars,Fragile,40,30,50,40,-,-,-,40,-,40,-,-,-,-,-,91-93,40,0,0
15269,19,06/01/2001,Arwarh Fatin,0.5 Stars,1.5 Stars,Normal,40,40,30,45,45,-,-,35,-,-,-,-,-,-,-,88-90,40,0,0
10652,27,10/13/1993,Cleto Favela,2.0 Stars,2.0 Stars,Normal,55,25,35,80,45,-,60,-,-,-,-,-,-,65,-,98-100,45,0,0
14079,22,03/16/1999,Safwan Fawwaz,1.5 Stars,2.0 Stars,Normal,45,50,50,55,50,-,40,-,-,-,-,-,-,-,-,92-94,55,0,0
16950,16,05/14/2005,Rodolphe Fede,1.0 Stars,2.5 Stars,Normal,50,55,50,50,55,40,-,-,-,60,-,-,-,-,-,89-91,70,0,0
15585,23,02/18/1998,Jonas Feitor,1.5 Stars,1.5 Stars,Normal,35,50,50,35,-,35,-,-,-,40,-,-,-,-,-,86-88,30,0,0
10333,28,08/02/1992,Hugo Feliciano,2.0 Stars,2.0 Stars,Wrecked,50,45,45,60,45,-,40,-,-,30,-,-,-,-,-,93-95,65,0,0
17558,16,07/05/2004,Jose Felix,1.0 Stars,2.0 Stars,Normal,55,40,45,60,50,-,-,-,-,-,-,-,-,-,-,89-91,35,0,0
12194,25,05/31/1996,Ricky Felix,2.5 Stars,2.5 Stars,Normal,70,35,55,80,60,80,50,75,-,-,-,-,-,-,-,97-99,75,0,0
15240,20,12/27/2000,Ray Fell,1.5 Stars,1.5 Stars,Normal,45,30,45,55,45,-,-,-,50,-,-,-,-,-,-,93-95,35,0,0
10702,27,03/22/1994,Hugo Fernandez,2.0 Stars,2.0 Stars,Normal,50,45,40,55,45,-,-,-,55,-,-,-,-,-,-,93-95,40,0,0
15184,20,01/06/2001,Jesus Fernandez,0.5 Stars,1.5 Stars,Normal,45,35,45,45,45,45,-,45,-,-,35,-,-,-,-,89-91,40,0,0
16283,17,09/18/2003,Jorge Fernandez,1.0 Stars,2.0 Stars,Normal,45,40,50,50,60,-,-,-,-,55,-,-,-,-,-,87-89,40,0,0
17813,16,06/08/2004,Juan Fernandez,0.5 Stars,2.0 Stars,Normal,45,50,40,50,-,-,-,50,-,50,-,-,-,-,-,89-91,50,0,0
15826,18,08/15/2002,Mario Fernandez,1.0 Stars,2.0 Stars,Fragile,40,50,55,45,45,-,-,-,-,-,-,-,-,-,-,87-89,35,0,0
15219,20,01/06/2001,Oscar Fernandez,0.5 Stars,2.0 Stars,Normal,50,40,35,65,55,75,45,-,-,-,-,-,-,-,-,92-94,60,0,0
14216,21,06/22/1999,Lucan Ferraris,1.5 Stars,2.0 Stars,Normal,45,40,50,45,-,-,-,50,-,50,-,-,-,-,-,90-92,35,0,0
17547,16,09/17/2004,Giancarlo Ferri,1.0 Stars,2.5 Stars,Normal,50,60,50,55,-,-,60,50,-,-,-,-,-,-,-,89-91,75,0,0
16068,18,08/25/2002,Aarnoud Ferwerda,0.5 Stars,2.0 Stars,Normal,45,45,45,45,50,-,60,-,-,-,-,-,-,-,-,90-92,50,0,0
14455,20,07/16/2000,Joseph Field,1.0 Stars,1.5 Stars,Normal,45,30,45,50,55,-,-,-,-,-,-,-,-,-,-,93-95,25,0,0
12089,24,07/04/1996,Jayden Fielding,1.5 Stars,2.0 Stars,Normal,45,45,50,50,50,-,-,-,-,50,-,-,-,-,-,90-92,65,0,0
