ID,POS,Name,ORG,Lev,DOB,B,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,Left,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,Sct,SctAcc,Draft,OA Pick
16457,RF,Jay Hoskins,-,-,04/02/2003,L,1.0 Stars,2.5 Stars,N,N,H,N,N,N,Unknown,Durable,-,55,45,45,70,55,30,50,40,40,Mar. 25th   2021,High,0,0
14139,1B,Roger Houghton,-,-,10/02/1998,R,1.5 Stars,2.0 Stars,N,N,L,L,H,N,Normal,Normal,-,55,55,45,40,45,50,35,30,25,Mar. 15th   2021,High,0,0
10845,RP,Josh Houle,CUR,AA,03/29/1994,R,2.0 Stars,2.0 Stars,N,N,N,N,L,L,Normal,Fragile,-,30,30,35,25,20,30,20,25,20,Mar. 13th   2021,High,2012,174
13467,2B,Pat Houlton,HON,A,08/22/1997,R,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Sparkplug,Normal,-,40,45,45,25,35,50,70,65,65,Jul. 10th   2020,Low,0,0
11421,CL,MARK HOUSE,CUR,AAA,08/24/1995,L,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Fragile,-,45,45,30,20,40,45,30,30,20,Jul. 2nd   2021,V.High,2013,93
11510,1B,STEWART HOUSTON,DUB,AAA,10/18/1992,R,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Normal,-,45,50,50,55,35,60,25,25,20,Jun. 7th   2021,V.High,2014,45
16509,SP,Pleun Houtepen,ADE,INT,12/31/2002,L,0.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,40,35,25,35,35,25,25,25,20,Feb. 1st   2021,Low,0,0
14095,SP,Conrad Houwers,CAL,A,06/24/1999,R,1.5 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,Normal,-,50,45,35,35,30,45,30,25,20,Jun. 18th   2021,V.High,0,0
15007,SP,Vaclav Hoving,DEN,AAA,09/07/1997,R,2.0 Stars,2.5 Stars,N,H,N,N,N,L,Unknown,Normal,-,30,35,30,20,40,40,20,20,20,Jun. 28th   2021,V.High,2019,135
15930,SP,Andreas Howard,TOR,INT,01/02/2002,R,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Fragile,-,35,30,25,25,30,25,25,20,25,Apr. 30th   2021,Avg,0,0
17679,3B,Frazer Howard,-,-,12/22/2005,R,1.0 Stars,2.5 Stars,N,N,N,N,N,L,Unknown,Normal,-,55,50,50,65,60,45,35,25,20,Mar. 13th   2021,Avg,0,0
17182,C,Isaac Howard,-,-,09/22/2004,L,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,45,55,50,45,40,75,25,30,40,Jun. 19th   2021,High,0,0
16453,RP,Jim Howard,-,-,03/25/2004,R,1.0 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,Durable,-,25,25,30,30,40,30,25,25,20,Mar. 28th   2021,High,0,0
13887,SP,Travis Howard,-,-,02/09/2000,L,1.0 Stars,1.5 Stars,N,N,H,N,H,N,Unknown,Normal,-,35,40,35,30,35,40,25,30,20,Mar. 13th   2021,V.High,0,0
16574,RP,Eddie Howe,-,-,04/30/2004,R,0.5 Stars,1.5 Stars,N,N,N,H,H,N,Unknown,Durable,-,30,30,30,30,30,30,25,25,25,Jun. 28th   2021,High,0,0
15991,RP,Patrick Howe,-,-,03/24/2002,S,0.5 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,25,25,30,25,30,25,30,35,25,Aug. 25th   2020,Low,0,0
13975,2B,Robin Howell,VAN,A,02/20/2000,R,1.5 Stars,2.0 Stars,N,N,H,N,H,N,Normal,Normal,-,65,55,40,45,35,50,50,40,50,May 24th   2021,V.High,2018,54
15092,RP,Walter Howell,STU,R,02/16/2002,S,1.5 Stars,2.0 Stars,N,N,H,N,N,L,Unknown,Normal,-,45,45,40,25,35,45,25,25,20,May 1st   2021,High,2020,214
15175,SP,Tim Howling,SMT,A,08/06/2000,R,1.5 Stars,2.0 Stars,N,N,N,N,N,H,Normal,Normal,-,45,45,35,20,30,45,20,20,20,Jun. 23rd   2021,V.High,0,0
13458,SS,Dave Hoy,TOK,AA,03/14/1998,R,1.0 Stars,1.5 Stars,N,N,N,N,L,N,Normal,Normal,-,45,45,40,25,40,45,65,50,45,Mar. 12th   2021,Avg,0,0
8395,SP,DONOVAN HOYME JR.,HON,MLB,08/06/1988,L,2.5 Stars,2.5 Stars,H,N,H,L,N,N,Normal,Normal,-,20,20,25,20,20,20,20,25,20,Jun. 8th   2021,V.High,2007,2
17257,CL,Gavrilo Hrnjak,AMS,INT,06/15/2003,R,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,25,25,25,30,30,25,20,20,20,Jun. 10th   2021,High,0,0
13360,RP,In Hu,HAV,A,03/25/1999,R,1.5 Stars,2.0 Stars,N,H,N,H,N,L,Unknown,Normal,-,40,40,35,25,40,40,20,20,20,Jun. 2nd   2021,High,2021,164
10452,2B,CHUA CHAY HUANG,-,-,03/01/1994,R,1.5 Stars,1.5 Stars,H,N,L,N,N,N,Normal,Fragile,-,55,45,40,35,35,35,40,45,40,Jul. 4th   2021,V.High,2015,210
10779,RP,ERIC HUBBARD,SMT,MLB,07/03/1989,L,3.0 Stars,3.0 Stars,L,N,L,N,N,N,Normal,Normal,-,35,30,35,35,30,25,25,25,25,May 6th   2021,High,2011,86
16433,CL,Dave Hubert,-,-,02/13/2004,L,1.5 Stars,3.0 Stars,N,H,N,N,N,N,Unknown,Normal,-,45,40,25,30,40,30,25,20,20,Jun. 27th   2021,High,0,0
11972,1B,Abdul-Razzaq Hud,SMT,AAA,04/10/1995,R,2.0 Stars,2.5 Stars,N,N,N,N,N,H,Normal,Normal,-,45,55,60,50,45,65,65,60,60,Jun. 22nd   2021,V.High,0,0
16560,2B,Akil Hud,-,-,07/01/2004,R,1.0 Stars,2.5 Stars,N,N,L,N,N,H,Unknown,Normal,-,70,65,50,35,65,55,65,60,55,Apr. 19th   2021,Avg,0,0
15560,C,Frank Hudson,CAL,AA,11/09/1996,L,2.0 Stars,2.5 Stars,N,H,N,N,H,N,Normal,Normal,-,50,55,45,50,55,55,35,35,40,May 27th   2021,V.High,2019,133
16806,CF,Jeff Hudson,CLE,INT,01/21/2003,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,55,55,45,45,45,60,40,30,40,Apr. 7th   2021,Low,0,0
15395,3B,Kieron Hudson,VAN,A,01/07/2001,R,1.5 Stars,2.5 Stars,N,N,N,N,N,H,Normal,Normal,-,50,55,60,60,50,60,65,55,55,Jul. 5th   2021,V.High,0,0
9060,CF,MONTANA HUDSON,-,-,08/24/1986,R,2.0 Stars,2.0 Stars,N,N,N,L,N,H,Normal,Durable,-,40,40,50,40,45,45,60,70,70,May 23rd   2021,V.High,2008,63
16273,SS,Jon Huerta,-,-,12/27/2002,R,1.0 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,Durable,-,50,50,45,40,45,50,35,35,30,May 21st   2021,High,0,0
15148,RF,Jonathan Huerta,-,-,06/24/2000,R,1.0 Stars,1.5 Stars,N,N,L,H,L,N,Normal,Normal,-,30,40,35,30,35,50,35,35,40,Jul. 12th   2020,Avg,0,0
16764,SP,Jose Huerta,STU,INT,03/21/2003,L,0.5 Stars,1.5 Stars,N,N,L,L,N,L,Unknown,Durable,-,30,25,30,30,30,25,25,25,20,Apr. 19th   2021,Avg,0,0
16501,SP,Lorenzo Huerta,GAL,INT,02/03/2003,L,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,Normal,-,40,30,25,25,25,25,20,35,40,May 22nd   2021,High,0,0
13535,SP,Mario Huerta,LDN,A,10/12/1997,R,1.5 Stars,2.0 Stars,L,N,N,N,N,N,Normal,Normal,-,20,25,30,20,40,25,20,20,20,Jun. 25th   2021,V.High,0,0
9033,RF,Arnold Huff,LDN,MLB,05/12/1988,R,2.5 Stars,2.5 Stars,H,N,N,N,H,L,Captain,Fragile,-,45,50,50,50,80,50,25,45,25,Apr. 28th   2021,High,2007,18
9132,RP,ERIC HUFFMAN,LDN,AAA,11/02/1989,R,2.0 Stars,2.0 Stars,N,N,N,N,N,H,Normal,Normal,-,20,20,35,20,20,25,20,20,20,Jul. 4th   2021,V.High,2008,93
14701,RP,Dean Hughes,-,-,08/24/1999,L,0.5 Stars,1.5 Stars,N,L,H,N,N,N,Normal,Durable,-,25,30,30,20,35,35,20,20,20,May 29th   2021,V.High,0,0
8016,SP,JUSTIN HUGHES,CLE,AAA,05/18/1987,R,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,Fragile,-,35,30,25,30,20,20,25,30,25,Jun. 22nd   2021,V.High,2006,9
14066,SP,Nick Hughes,-,-,08/04/1998,L,1.0 Stars,1.5 Stars,N,L,H,L,H,N,Sparkplug,Normal,-,45,45,35,20,35,45,30,25,20,Jan. 15th   2021,V.High,0,0
10550,SP,Robert Huijts,-,-,11/21/1977,R,2.5 Stars,2.5 Stars,N,N,H,N,H,N,Sparkplug,Normal,-,25,25,25,40,35,25,20,25,20,Apr. 29th   2021,V.High,0,0
14532,SP,Aldred Huisman,LON,A,08/05/1999,R,1.5 Stars,2.0 Stars,L,N,N,N,N,H,Unknown,Normal,-,30,35,30,25,30,40,25,20,20,Jun. 22nd   2021,V.High,2019,140
9430,1B,CAMERON HULETT,NKO,AAA,01/27/1991,R,2.5 Stars,2.5 Stars,N,H,N,L,H,N,Normal,Durable,-,45,45,50,50,50,45,35,45,35,Jul. 1st   2021,V.High,2009,109
13046,LF,Pascal Hulleman,CUR,A,02/27/1999,L,1.5 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,45,55,45,30,40,65,55,45,40,Aug. 2nd   2020,Low,2018,238
13879,RP,Jafar Humam,CAL,A,08/23/1999,R,1.5 Stars,2.0 Stars,N,H,H,L,H,N,Normal,Normal,-,45,45,30,25,35,45,20,25,20,Jun. 13th   2021,V.High,2018,56
13657,2B,Brian Humby,VAN,AAA,04/16/1998,R,2.5 Stars,3.0 Stars,N,H,H,N,H,N,Sparkplug,Normal,-,60,70,80,40,45,75,80,70,65,Jun. 30th   2021,V.High,0,0
13371,LF,Walter Humphrey,-,-,07/30/1998,R,1.0 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,Normal,-,45,50,40,40,45,50,25,25,30,Mar. 14th   2021,V.High,0,0
17323,LF,Griffin Hunter,RME,INT,07/11/2003,R,1.0 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,Fragile,-,55,50,45,40,45,45,25,20,20,Apr. 28th   2021,Avg,0,0
17585,2B,Jimmy Hunter,-,-,06/12/2004,R,1.5 Stars,5.0 Stars,N,N,H,L,N,N,Unknown,Normal,-,80,55,80,80,80,35,60,70,55,Apr. 9th   2021,Avg,0,0
10624,2B,RICHARD HUNTER,RME,MLB,10/04/1994,R,2.5 Stars,2.5 Stars,N,N,H,H,N,N,Normal,Durable,-,45,50,55,50,50,55,65,70,65,Jun. 16th   2021,V.High,2013,71
12300,RP,WILTON HUNTINGFORD,HON,MLB,11/03/1993,R,2.5 Stars,2.5 Stars,N,H,H,N,N,N,Normal,Normal,-,20,20,30,20,40,25,25,25,20,May 31st   2021,V.High,2015,39
13203,RP,CHARLIE HURST,CUR,AA,06/27/1997,R,2.0 Stars,2.0 Stars,N,N,N,L,N,N,Normal,Normal,-,45,45,30,20,35,40,30,25,20,May 14th   2021,High,2016,122
15834,LF,Alex Hurtado,VAN,R,06/15/2003,R,1.0 Stars,3.5 Stars,N,N,H,N,N,N,Unknown,Normal,-,55,60,60,65,40,60,45,55,60,Jun. 26th   2021,V.High,2021,49
17797,RF,Hilel Husain,SMT,INT,06/23/2004,L,1.0 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,65,70,80,45,35,70,60,45,45,Jul. 4th   2021,High,0,0
14922,CF,Wajeeh Husam al Din,RME,R,12/08/1999,R,1.5 Stars,2.0 Stars,N,H,H,N,H,L,Normal,Normal,-,50,45,45,30,40,45,70,70,70,Jul. 1st   2021,V.High,0,0
12062,RP,Abdul-Bari Husayn,-,-,12/06/1995,L,1.5 Stars,2.0 Stars,N,H,N,L,N,N,Normal,Normal,-,35,35,30,20,40,40,25,30,20,Jun. 3rd   2021,V.High,0,0
17836,SP,Rauf Husayn,ADE,INT,05/11/2004,R,0.5 Stars,1.5 Stars,N,H,L,L,H,N,Unknown,Normal,-,30,30,25,30,40,30,20,20,20,Jun. 17th   2021,High,0,0
15896,DH,Jon Hussain,DEN,A,02/04/2002,R,1.5 Stars,3.5 Stars,N,N,L,N,N,H,Unknown,Normal,-,55,60,70,65,50,65,45,45,45,Jul. 5th   2021,V.High,0,0
14285,SS,Logan Hussain,CAL,R,07/12/1999,R,1.5 Stars,2.5 Stars,N,N,L,H,N,N,Normal,Normal,-,55,60,50,50,40,65,35,40,40,Jun. 28th   2021,V.High,0,0
14858,SS,Carlo Hutcheon,CLE,AA,08/23/2000,R,1.5 Stars,2.0 Stars,L,N,H,L,H,L,Sparkplug,Normal,-,50,45,45,50,50,45,35,35,40,Jun. 13th   2021,V.High,0,0
13596,SP,Mark Hutton,ADE,MLB,11/01/1997,R,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Fragile,-,45,45,35,35,35,45,20,25,20,Jun. 15th   2021,V.High,0,0
8860,C,Hae-young Hwang,LAP,MLB,10/08/1988,R,3.0 Stars,3.0 Stars,H,H,N,L,H,N,Captain,Normal,-,45,50,45,50,55,50,20,25,20,Jul. 5th   2021,V.High,0,0
14129,3B,Min-han Hwang,LDN,A,08/27/1998,R,1.5 Stars,2.5 Stars,N,H,N,N,H,N,Normal,Normal,-,60,60,45,45,50,60,50,40,40,May 28th   2021,V.High,0,0
16537,3B,Dan Hyman,-,-,03/07/2004,R,1.0 Stars,3.5 Stars,N,N,N,L,N,N,Unknown,Normal,-,55,45,60,75,80,35,40,45,45,Jun. 8th   2021,High,0,0
13365,2B,Sean Hynds,-,-,05/17/1998,R,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,40,45,40,40,40,45,60,40,40,May 19th   2021,V.High,0,0
15983,SS,Derek Hynes,-,-,04/08/2001,L,1.0 Stars,1.0 Stars,N,N,N,L,N,L,Unknown,Normal,-,30,35,30,30,35,35,30,30,25,Mar. 15th   2021,V.High,0,0
17153,SP,Christian Ibarra,-,-,08/28/2004,L,0.5 Stars,2.5 Stars,N,N,H,L,N,N,Unknown,Normal,-,30,25,25,30,35,25,30,35,35,Jun. 18th   2021,High,0,0
12294,CF,DANIEL IBARRA,TOR,AAA,01/19/1992,R,2.0 Stars,2.0 Stars,N,N,N,N,N,L,Normal,Normal,-,45,40,50,50,45,25,60,70,70,May 27th   2021,V.High,2014,32
11822,SP,Jordan Ibarra,STU,AAA,05/28/1995,L,2.0 Stars,2.0 Stars,N,N,L,L,N,N,Normal,Durable,-,45,40,30,25,30,40,30,35,30,Jun. 22nd   2021,V.High,0,0
11654,CF,Orlando Ibarra,NKO,AAA,09/17/1997,S,2.0 Stars,2.5 Stars,N,N,H,N,N,N,Normal,Normal,-,55,55,50,55,50,55,60,45,50,May 25th   2021,V.High,2018,95
11091,CF,Ruben Ibarra,HON,AA,01/20/1995,S,2.0 Stars,2.0 Stars,N,N,L,L,N,N,Normal,Normal,-,40,45,45,45,45,55,55,65,55,Jun. 3rd   2021,V.High,0,0
14663,RP,Tetsuto Ichikawa,LDN,R,03/03/2000,L,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,20,30,30,30,45,35,20,20,20,Mar. 12th   2021,Avg,0,0
11715,RF,ZEFERINO IDANHA,-,-,01/22/1993,R,2.0 Stars,2.0 Stars,N,H,N,N,N,H,Normal,Normal,-,45,45,50,45,45,50,45,50,55,Apr. 6th   2021,V.High,2014,53
9798,RF,Ruberto Iglsias,CAL,MLB,09/22/1990,R,3.0 Stars,3.0 Stars,N,N,N,N,L,N,Normal,Fragile,-,50,65,50,45,50,75,70,80,80,Jun. 5th   2021,V.High,0,0
17046,RP,Motoichi Iguchi,AMS,INT,02/16/2003,L,1.5 Stars,2.0 Stars,N,H,H,N,N,N,Unknown,Normal,-,50,45,30,30,45,30,30,30,30,Jan. 30th   2021,Low,0,0
15580,SP,Emiel IJzerman,STU,AA,11/23/1998,L,1.5 Stars,2.5 Stars,N,H,N,N,N,N,Unknown,Normal,-,35,30,20,25,35,20,25,25,20,May 22nd   2021,V.High,2020,134
15057,C,Evaristo Ikeda,TOR,R,09/20/2002,R,1.5 Stars,2.0 Stars,N,N,L,N,L,L,Unknown,Fragile,-,55,60,50,25,35,65,30,25,25,Jun. 12th   2021,V.High,2020,222
11451,RP,YUUCHI IKEDA,TOK,AAA,09/10/1994,L,2.0 Stars,2.0 Stars,H,L,N,L,N,H,Normal,Normal,-,50,45,35,25,35,45,20,20,20,May 20th   2021,V.High,2013,110
11333,RP,Jun-hyuk Im,ADE,MLB,09/15/1995,R,2.5 Stars,2.5 Stars,N,N,N,N,N,H,Normal,Normal,-,45,45,35,25,35,45,30,25,40,May 27th   2021,V.High,0,0
12129,CL,Young-jae Im,SMT,MLB,02/14/1996,R,3.0 Stars,3.0 Stars,L,L,N,N,L,N,Normal,Normal,-,25,30,35,25,40,35,20,20,25,Jul. 4th   2021,V.High,0,0
15027,SP,Abdul-Qahhar Imad al Din,STU,R,07/24/2001,R,1.5 Stars,2.0 Stars,N,H,N,H,N,N,Unknown,Normal,-,35,40,30,25,40,40,25,20,20,May 5th   2021,High,2019,69
14711,SP,Honório Imaginrio,DUB,AA,08/14/1999,L,1.5 Stars,2.5 Stars,L,N,N,N,N,N,Normal,Normal,-,50,45,30,35,45,45,35,25,25,Jun. 16th   2021,V.High,0,0
16833,1B,Takashi Imaizumi,GAL,R,07/18/2003,R,1.5 Stars,3.5 Stars,N,N,N,N,N,H,Unknown,Normal,-,65,75,50,50,50,75,20,25,25,Jun. 4th   2021,High,0,0
17139,CF,Wouter Imthorn,DUB,INT,04/07/2003,L,1.0 Stars,2.0 Stars,H,N,N,N,H,L,Unknown,Normal,-,45,45,45,50,45,45,60,40,40,Apr. 18th   2021,Avg,0,0
17143,SP,Kohji Inaba,-,-,05/08/2003,R,1.0 Stars,2.0 Stars,H,N,H,L,N,N,Unknown,Normal,-,40,30,20,25,35,20,25,25,20,Jul. 4th   2021,High,0,0
14837,1B,Tom Ings,STU,R,04/28/2000,R,1.5 Stars,3.0 Stars,N,H,N,H,N,H,Normal,Normal,-,55,65,60,60,50,70,35,25,20,May 25th   2021,V.High,0,0
12561,RP,Lachlan Innes,CAL,AA,06/01/1996,R,2.0 Stars,2.0 Stars,N,H,H,L,H,H,Normal,Normal,-,40,40,35,30,30,40,20,20,20,May 18th   2021,High,0,0
15356,2B,Kazuyoshi Inoue,-,-,10/20/2001,R,1.0 Stars,2.0 Stars,H,N,N,N,N,N,Unknown,Normal,-,50,50,45,30,45,55,35,35,30,Jun. 10th   2021,V.High,0,0
15618,LF,Masayuki Inoue,DEN,AAA,05/15/1998,L,2.0 Stars,3.0 Stars,N,N,N,N,N,H,Unknown,Normal,-,55,55,60,55,55,60,55,40,30,May 13th   2021,High,2020,120
15502,1B,Robbie Inoue,STU,INT,12/21/2001,R,1.0 Stars,2.0 Stars,N,N,N,N,L,N,Unknown,Durable,-,55,55,40,30,35,55,45,30,20,Jun. 14th   2021,High,0,0
11231,1B,Sofu Inoue,-,-,08/17/1995,R,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,Normal,-,45,50,45,50,40,60,25,25,35,Mar. 6th   2021,V.High,0,0
17825,SP,Demetrio Inouye,GAL,INT,07/24/2004,R,0.5 Stars,1.5 Stars,N,N,L,L,N,N,Unknown,Durable,-,60,45,30,25,30,30,25,20,20,Jun. 16th   2021,Avg,0,0
13316,C,Hajime Inouye,-,-,04/05/1998,R,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,45,45,40,45,30,50,25,25,35,Mar. 4th   2021,V.High,2018,231
11887,1B,Nozomu Inouye,LON,AAA,10/16/1995,R,2.0 Stars,2.5 Stars,N,N,N,N,N,L,Outspoken,Normal,-,65,70,50,35,50,70,65,60,55,Jun. 29th   2021,V.High,0,0
13603,SS,Shinichiro Inouye,LAP,A,09/07/1998,L,1.5 Stars,2.0 Stars,N,N,N,L,N,N,Normal,Durable,-,50,50,40,35,45,50,50,40,30,Jun. 23rd   2021,High,0,0
16869,3B,Marcel Ioriatti,RME,INT,02/06/2003,L,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,50,50,45,35,80,50,45,40,45,Jun. 18th   2021,High,0,0
14417,CF,Gilbert Iotti,VAN,AA,01/29/1997,R,1.5 Stars,2.5 Stars,N,L,N,H,N,L,Normal,Normal,-,50,45,50,55,45,45,65,55,55,May 27th   2021,V.High,2018,73
9781,C,ROBERT IRVINE,-,-,01/20/1992,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,40,45,45,45,45,50,65,60,60,Mar. 11th   2021,V.High,2013,31
13841,LF,Mitchell Irwin,-,-,09/07/1999,L,1.0 Stars,1.5 Stars,L,N,N,L,H,N,Unknown,Durable,-,35,45,40,35,35,50,40,35,25,May 12th   2021,V.High,0,0
8013,C,NICK IRWIN,TOK,MLB,05/30/1988,R,2.5 Stars,2.5 Stars,N,L,N,H,L,N,Normal,Fragile,-,45,40,50,45,40,40,20,30,35,Jun. 10th   2021,V.High,2006,34
17734,SP,Roy Irwin,-,-,07/17/2005,L,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,20,25,30,30,30,30,25,25,20,Mar. 26th   2021,Avg,0,0
12330,1B,STEVE IRWIN,LON,AAA,04/02/1993,R,2.5 Stars,2.5 Stars,H,N,H,L,N,N,Humble,Normal,-,60,55,50,55,45,55,30,40,35,May 20th   2021,V.High,2015,90
17190,3B,Yasuo Ishida,DEN,INT,06/14/2003,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Durable,-,50,50,45,50,40,50,35,25,25,Jan. 30th   2021,Low,0,0
13317,1B,Daisuke Ishii,CUR,A,12/20/1998,R,1.5 Stars,2.0 Stars,N,N,L,N,L,N,Unknown,Normal,-,55,50,40,30,40,50,25,30,30,Mar. 15th   2021,Avg,2021,230
17170,CF,Iemochi Ishii,-,-,12/02/2004,L,1.0 Stars,3.5 Stars,N,N,H,H,N,N,Unknown,Normal,-,60,45,65,75,80,35,50,45,45,Apr. 2nd   2021,Avg,0,0
13923,LF,Shigetaka Ishii,STU,AAA,03/23/1995,R,2.5 Stars,3.0 Stars,N,H,N,N,N,N,Normal,Normal,-,55,70,70,45,50,80,70,65,65,Jun. 24th   2021,V.High,2017,29
12308,LF,ZENICHIRO ISHII,-,-,01/31/1997,L,1.5 Stars,1.5 Stars,H,N,N,H,N,N,Normal,Normal,-,45,45,35,30,35,50,50,45,45,Mar. 5th   2021,V.High,0,0
13665,3B,Abdul-Bari Isra'il,DUB,AA,12/09/1997,R,2.0 Stars,2.5 Stars,N,L,H,N,N,L,Normal,Normal,-,55,55,50,55,40,55,35,30,20,May 22nd   2021,V.High,0,0
16798,LF,Kiyoshi Itakura,STU,INT,01/04/2003,R,1.5 Stars,4.5 Stars,L,N,N,N,N,L,Unknown,Normal,-,60,70,80,65,60,70,55,40,40,May 17th   2021,Avg,0,0
11219,1B,Tadanori Ito,-,-,09/23/1995,R,2.0 Stars,2.0 Stars,L,L,N,N,N,N,Normal,Durable,-,50,50,40,55,30,50,35,30,30,Jun. 14th   2021,V.High,0,0
11028,1B,GARY ITZKOWITZ,VAN,AAA,05/19/1995,R,2.0 Stars,2.5 Stars,N,N,N,L,H,N,Normal,Durable,-,45,45,45,70,45,45,50,70,55,Jun. 28th   2021,V.High,2014,29
12889,SP,Steven Ivanov,-,-,09/13/1998,R,1.0 Stars,1.5 Stars,L,L,N,H,N,N,Unknown,Normal,-,35,35,30,25,40,40,30,25,20,Mar. 15th   2021,V.High,0,0
13922,CF,Matt Ivany,-,-,09/21/1995,L,1.5 Stars,1.5 Stars,N,H,H,L,H,N,Sparkplug,Normal,-,45,45,40,25,40,45,35,40,40,May 29th   2021,V.High,2017,165
14105,RP,Sukeichi Iwaki,-,-,04/29/1999,S,1.5 Stars,1.5 Stars,N,N,H,L,N,N,Normal,Normal,-,40,40,30,20,45,40,30,25,25,Jun. 3rd   2021,V.High,0,0
12146,3B,Masahiro Iwamoto,AMS,MLB,04/19/1996,L,2.0 Stars,2.5 Stars,H,H,N,N,N,N,Normal,Fragile,-,60,55,45,65,45,50,50,45,45,Jun. 17th   2021,V.High,0,0
17788,SP,Tomokazu Iwasaki,GAL,INT,12/30/2004,R,0.5 Stars,1.5 Stars,N,N,N,L,H,N,Unknown,Normal,-,30,30,30,30,30,30,20,20,20,Jun. 20th   2021,High,0,0
15581,SP,Tameo Iwata,GAL,R,03/12/2001,L,1.5 Stars,2.0 Stars,N,H,L,N,L,N,Unknown,Normal,-,25,25,25,20,30,20,35,25,20,Jun. 23rd   2021,V.High,2020,153
17368,2B,Jubair Izz al Din,LON,INT,12/10/2003,R,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,55,60,45,40,45,65,50,45,45,Mar. 5th   2021,Low,0,0
17037,SP,Jawwad Jabbar,LAP,A,12/23/2003,R,1.5 Stars,2.5 Stars,N,N,H,N,N,N,Unknown,Normal,-,45,40,20,25,30,25,25,25,20,Jul. 5th   2021,V.High,0,0
13690,C,Karif Jabir,-,-,05/30/1998,R,1.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,Normal,-,45,50,35,30,40,50,40,35,35,Mar. 12th   2021,V.High,0,0
12482,CF,Bob Jackman,SMT,AAA,06/14/1996,R,2.0 Stars,2.5 Stars,N,L,N,H,N,N,Normal,Normal,-,60,65,55,45,45,60,40,30,20,Jun. 30th   2021,V.High,0,0
17132,RP,Pete Jacks,-,-,05/26/2005,R,1.5 Stars,4.5 Stars,N,H,H,N,H,H,Unknown,Fragile,-,35,30,30,30,35,30,25,25,25,May 29th   2021,High,0,0
16465,SP,Ajani Jackson,-,-,04/11/2003,R,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,40,35,25,35,25,25,25,20,20,Jun. 22nd   2021,High,0,0
15320,RP,Corey Jackson,HAV,R,01/16/2001,L,1.0 Stars,1.5 Stars,N,H,N,H,N,N,Normal,Normal,-,25,25,30,25,45,30,25,25,20,Jul. 2nd   2021,V.High,0,0
14309,RP,George Jackson,CUR,R,06/03/1999,R,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,Normal,-,45,45,35,25,40,45,30,25,20,Jun. 30th   2021,V.High,0,0
16438,C,Tyler Jackson,-,-,06/12/2003,S,1.0 Stars,2.0 Stars,N,H,N,N,N,N,Unknown,Normal,-,45,50,40,50,40,50,30,25,25,May 15th   2021,High,0,0
12817,C,Jose Jacobo,CLE,AA,05/16/1997,R,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Outspoken,Normal,-,50,50,45,50,45,55,20,20,20,Jun. 27th   2021,V.High,0,0
10488,CF,Ron Jacobs,DUB,MLB,06/12/1993,R,2.0 Stars,2.0 Stars,N,N,N,H,H,H,Normal,Normal,-,45,50,50,50,50,55,50,75,70,May 16th   2021,High,0,0
13088,3B,Declan Jacobsen,HAV,MLB,03/22/1999,R,2.5 Stars,3.5 Stars,N,N,N,L,H,L,Normal,Normal,-,65,60,55,65,55,50,45,50,50,Jul. 1st   2021,V.High,2017,15
